Year,Month,Location,Item,Category,UOM,Price,Opening Stock (Qty),Purchases (Qty),Consumption (Qty),Ideal Closing Stock,Actual Closing Stock,Ideal Closing stock Value,Actual Closing stock Value,Variance
2022,April,Panaji,Orange,Fruits,Pcs,46.05,36,89,106,19,17,874.95,782.85,-92.1
2022,May,Panaji,Orange,Fruits,Pcs,45.48,17,51,62,6,6,272.88,272.88,0
2022,June,Panaji,Orange,Fruits,Pcs,47.39,6,65,65,6,7,284.34,331.73,47.39
2022,July,Panaji,Orange,Fruits,Pcs,47.96,7,76,52,31,31,1486.76,1486.76,0
2022,August,Panaji,Orange,Fruits,Pcs,48.29,31,85,86,30,30,1448.7,1448.7,0
2022,September,Panaji,Orange,Fruits,Pcs,45.48,30,86,47,69,68,3138.12,3092.64,-45.48
2022,October,Panaji,Orange,Fruits,Pcs,46.03,68,94,144,18,16,828.54,736.48,-92.06
2022,November,Panaji,Orange,Fruits,Pcs,44.57,16,53,28,41,40,1827.37,1782.8,-44.57
2022,December,Panaji,Orange,Fruits,Pcs,46.82,40,85,105,20,19,936.4,889.58,-46.82
2023,January,Panaji,Orange,Fruits,Pcs,46.94,19,48,28,39,37,1830.66,1736.78,-93.88
2023,February,Panaji,Orange,Fruits,Pcs,45.03,37,37,25,49,47,2206.47,2116.41,-90.06
2023,March,Panaji,Orange,Fruits,Pcs,46.91,47,50,53,44,44,2064.04,2064.04,0
2023,April,Panaji,Orange,Fruits,Pcs,47.48,44,35,36,43,43,2041.64,2041.64,0
2023,May,Panaji,Orange,Fruits,Pcs,48,43,48,74,17,15,816,720,-96
2023,June,Panaji,Orange,Fruits,Pcs,48.57,15,91,67,39,38,1894.23,1845.66,-48.57
2023,July,Panaji,Orange,Fruits,Pcs,44.33,38,82,114,6,8,265.98,354.64,88.66
2023,August,Panaji,Orange,Fruits,Pcs,46.58,8,93,45,56,56,2608.48,2608.48,0
2023,September,Panaji,Orange,Fruits,Pcs,47.65,56,95,96,55,57,2620.75,2716.05,95.3
2023,October,Panaji,Orange,Fruits,Pcs,48.56,57,74,95,36,34,1748.16,1651.04,-97.12
2023,November,Panaji,Orange,Fruits,Pcs,46.56,34,60,83,11,10,512.16,465.6,-46.56
2023,December,Panaji,Orange,Fruits,Pcs,48.39,10,44,23,31,31,1500.09,1500.09,0
2024,January,Panaji,Orange,Fruits,Pcs,48.35,31,69,20,80,80,3868,3868,0
2024,February,Panaji,Orange,Fruits,Pcs,44.79,80,83,84,79,81,3538.41,3627.99,89.58
2024,March,Panaji,Orange,Fruits,Pcs,45.51,81,43,88,36,35,1638.36,1592.85,-45.51
2024,April,Panaji,Orange,Fruits,Pcs,44.36,35,70,50,55,55,2439.8,2439.8,0
2024,May,Panaji,Orange,Fruits,Pcs,46.54,55,93,108,40,40,1861.6,1861.6,0
2024,June,Panaji,Orange,Fruits,Pcs,45.69,40,78,59,59,61,2695.71,2787.09,91.38
2024,July,Panaji,Orange,Fruits,Pcs,44.02,61,36,81,16,17,704.32,748.34,44.02
2024,August,Panaji,Orange,Fruits,Pcs,46.66,17,33,20,30,28,1399.8,1306.48,-93.32
2024,September,Panaji,Orange,Fruits,Pcs,47.18,28,64,29,63,63,2972.34,2972.34,0
2024,October,Panaji,Orange,Fruits,Pcs,45.1,63,94,70,87,88,3923.7,3968.8,45.1
2024,November,Panaji,Orange,Fruits,Pcs,46.3,88,39,112,15,15,694.5,694.5,0
2024,December,Panaji,Orange,Fruits,Pcs,46.71,15,92,80,27,25,1261.17,1167.75,-93.42
2022,January,Khorlim,Orange,Fruits,Pcs,45.94,90,41,21,110,108,5053.4,4961.52,-91.88
2022,February,Khorlim,Orange,Fruits,Pcs,46.9,108,54,137,25,25,1172.5,1172.5,0
2022,March,Khorlim,Orange,Fruits,Pcs,47.89,25,51,52,24,26,1149.36,1245.14,95.78
2022,April,Khorlim,Orange,Fruits,Pcs,47.1,26,50,74,2,2,94.2,94.2,0
2022,May,Khorlim,Orange,Fruits,Pcs,44.19,2,33,29,6,8,265.14,353.52,88.38
2022,June,Khorlim,Orange,Fruits,Pcs,47.39,8,89,42,55,53,2606.45,2511.67,-94.78
2022,July,Khorlim,Orange,Fruits,Pcs,48.16,53,80,122,11,11,529.76,529.76,0
2022,August,Khorlim,Orange,Fruits,Pcs,45.28,11,59,47,23,21,1041.44,950.88,-90.56
2022,September,Khorlim,Orange,Fruits,Pcs,46.8,21,53,41,33,33,1544.4,1544.4,0
2022,October,Khorlim,Orange,Fruits,Pcs,46.37,33,87,41,79,79,3663.23,3663.23,0
2022,November,Khorlim,Orange,Fruits,Pcs,44.96,79,63,119,23,21,1034.08,944.16,-89.92
2022,December,Khorlim,Orange,Fruits,Pcs,44.8,21,69,39,51,51,2284.8,2284.8,0
2023,January,Khorlim,Orange,Fruits,Pcs,47.49,51,33,82,2,2,94.98,94.98,0
2023,February,Khorlim,Orange,Fruits,Pcs,45.7,2,79,35,46,46,2102.2,2102.2,0
2023,March,Khorlim,Orange,Fruits,Pcs,44.03,46,73,37,82,83,3610.46,3654.49,44.03
2023,April,Khorlim,Orange,Fruits,Pcs,47.08,83,59,68,74,73,3483.92,3436.84,-47.08
2023,May,Khorlim,Orange,Fruits,Pcs,45.61,73,51,66,58,56,2645.38,2554.16,-91.22
2023,June,Khorlim,Orange,Fruits,Pcs,48.06,56,93,23,126,126,6055.56,6055.56,0
2023,July,Khorlim,Orange,Fruits,Pcs,44.49,126,65,35,156,158,6940.44,7029.42,88.98
2023,August,Khorlim,Orange,Fruits,Pcs,45.78,158,38,97,99,101,4532.22,4623.78,91.56
2023,September,Khorlim,Orange,Fruits,Pcs,44.51,101,76,109,68,68,3026.68,3026.68,0
2023,October,Khorlim,Orange,Fruits,Pcs,47.72,68,39,23,84,85,4008.48,4056.2,47.72
2023,November,Khorlim,Orange,Fruits,Pcs,45.47,85,80,160,5,3,227.35,136.41,-90.94
2023,December,Khorlim,Orange,Fruits,Pcs,45.42,3,67,59,11,11,499.62,499.62,0
2024,January,Khorlim,Orange,Fruits,Pcs,44.83,11,39,41,9,9,403.47,403.47,0
2024,February,Khorlim,Orange,Fruits,Pcs,47.9,9,42,27,24,24,1149.6,1149.6,0
2024,March,Khorlim,Orange,Fruits,Pcs,48.1,24,73,89,8,8,384.8,384.8,0
2024,April,Khorlim,Orange,Fruits,Pcs,44.18,8,52,31,29,29,1281.22,1281.22,0
2024,May,Khorlim,Orange,Fruits,Pcs,47.21,29,91,45,75,76,3540.75,3587.96,47.21
2024,June,Khorlim,Orange,Fruits,Pcs,44.18,76,44,113,7,7,309.26,309.26,0
2024,July,Khorlim,Orange,Fruits,Pcs,46.98,7,31,22,16,18,751.68,845.64,93.96
2024,August,Khorlim,Orange,Fruits,Pcs,44.97,18,31,34,15,15,674.55,674.55,0
2024,September,Khorlim,Orange,Fruits,Pcs,45.74,15,46,40,21,22,960.54,1006.28,45.74
2024,October,Khorlim,Orange,Fruits,Pcs,44.11,22,84,48,58,60,2558.38,2646.6,88.22
2024,November,Khorlim,Orange,Fruits,Pcs,46.63,60,31,61,30,30,1398.9,1398.9,0
2024,December,Khorlim,Orange,Fruits,Pcs,45.35,30,54,32,52,53,2358.2,2403.55,45.35
2022,January,KTC,Orange,Fruits,Pcs,44.11,144,39,139,44,46,1940.84,2029.06,88.22
2022,February,KTC,Orange,Fruits,Pcs,48.38,46,98,128,16,16,774.08,774.08,0
2022,March,KTC,Orange,Fruits,Pcs,44.16,16,49,52,13,13,574.08,574.08,0
2022,April,KTC,Orange,Fruits,Pcs,47.64,13,68,32,49,51,2334.36,2429.64,95.28
2022,May,KTC,Orange,Fruits,Pcs,45.8,51,99,27,123,123,5633.4,5633.4,0
2022,June,KTC,Orange,Fruits,Pcs,45.56,123,33,151,5,7,227.8,318.92,91.12
2022,July,KTC,Orange,Fruits,Pcs,46.06,7,75,44,38,39,1750.28,1796.34,46.06
2022,August,KTC,Orange,Fruits,Pcs,46.33,39,73,111,1,1,46.33,46.33,0
2022,September,KTC,Orange,Fruits,Pcs,46.56,1,65,44,22,22,1024.32,1024.32,0
2022,October,KTC,Orange,Fruits,Pcs,48.08,22,67,49,40,41,1923.2,1971.28,48.08
2022,November,KTC,Orange,Fruits,Pcs,46.6,41,30,22,49,49,2283.4,2283.4,0
2022,December,KTC,Orange,Fruits,Pcs,45.74,49,65,23,91,91,4162.34,4162.34,0
2023,January,KTC,Orange,Fruits,Pcs,44.29,91,96,26,161,161,7130.69,7130.69,0
2023,February,KTC,Orange,Fruits,Pcs,48.13,161,77,81,157,155,7556.41,7460.15,-96.26
2023,March,KTC,Orange,Fruits,Pcs,48.41,155,97,211,41,39,1984.81,1887.99,-96.82
2023,April,KTC,Orange,Fruits,Pcs,48.22,39,33,36,36,38,1735.92,1832.36,96.44
2023,May,KTC,Orange,Fruits,Pcs,46.04,38,74,108,4,3,184.16,138.12,-46.04
2023,June,KTC,Orange,Fruits,Pcs,44.99,3,46,41,8,9,359.92,404.91,44.99
2023,July,KTC,Orange,Fruits,Pcs,46.4,9,45,48,6,7,278.4,324.8,46.4
2023,August,KTC,Orange,Fruits,Pcs,46.68,7,70,76,1,1,46.68,46.68,0
2023,September,KTC,Orange,Fruits,Pcs,47.32,1,50,23,28,30,1324.96,1419.6,94.64
2023,October,KTC,Orange,Fruits,Pcs,46.68,30,44,72,2,1,93.36,46.68,-46.68
2023,November,KTC,Orange,Fruits,Pcs,47.23,1,47,44,4,4,188.92,188.92,0
2023,December,KTC,Orange,Fruits,Pcs,47.5,4,37,39,2,1,95,47.5,-47.5
2024,January,KTC,Orange,Fruits,Pcs,46.4,1,96,74,23,24,1067.2,1113.6,46.4
2024,February,KTC,Orange,Fruits,Pcs,45.92,24,85,104,5,6,229.6,275.52,45.92
2024,March,KTC,Orange,Fruits,Pcs,44.77,6,41,35,12,14,537.24,626.78,89.54
2024,April,KTC,Orange,Fruits,Pcs,45.19,14,64,21,57,57,2575.83,2575.83,0
2024,May,KTC,Orange,Fruits,Pcs,44.67,57,49,27,79,81,3528.93,3618.27,89.34
2024,June,KTC,Orange,Fruits,Pcs,45.23,81,61,32,110,111,4975.3,5020.53,45.23
2024,July,KTC,Orange,Fruits,Pcs,45.24,111,58,139,30,31,1357.2,1402.44,45.24
2024,August,KTC,Orange,Fruits,Pcs,44.93,31,41,21,51,50,2291.43,2246.5,-44.93
2024,September,KTC,Orange,Fruits,Pcs,46.09,50,83,122,11,13,506.99,599.17,92.18
2024,October,KTC,Orange,Fruits,Pcs,46.2,13,87,52,48,50,2217.6,2310,92.4
2024,November,KTC,Orange,Fruits,Pcs,46.31,50,77,85,42,40,1945.02,1852.4,-92.62
2024,December,KTC,Orange,Fruits,Pcs,43.99,40,46,21,65,63,2859.35,2771.37,-87.98
2022,January,Margao,Orange,Fruits,Pcs,48.58,142,35,119,58,58,2817.64,2817.64,0
2022,February,Margao,Orange,Fruits,Pcs,47.84,58,39,43,54,54,2583.36,2583.36,0
2022,March,Margao,Orange,Fruits,Pcs,47.33,54,96,80,70,71,3313.1,3360.43,47.33
2022,April,Margao,Orange,Fruits,Pcs,47.11,71,68,101,38,38,1790.18,1790.18,0
2022,May,Margao,Orange,Fruits,Pcs,44.7,38,77,108,7,7,312.9,312.9,0
2022,June,Margao,Orange,Fruits,Pcs,46.21,7,85,78,14,16,646.94,739.36,92.42
2022,July,Margao,Orange,Fruits,Pcs,45.98,16,86,40,62,64,2850.76,2942.72,91.96
2022,August,Margao,Orange,Fruits,Pcs,46.14,64,82,64,82,80,3783.48,3691.2,-92.28
2022,September,Margao,Orange,Fruits,Pcs,46.04,80,30,86,24,26,1104.96,1197.04,92.08
2022,October,Margao,Orange,Fruits,Pcs,44.11,26,61,77,10,11,441.1,485.21,44.11
2022,November,Margao,Orange,Fruits,Pcs,47.07,11,90,36,65,63,3059.55,2965.41,-94.14
2022,December,Margao,Orange,Fruits,Pcs,48.49,63,92,153,2,4,96.98,193.96,96.98
2023,January,Margao,Orange,Fruits,Pcs,44.91,4,88,40,52,52,2335.32,2335.32,0
2023,February,Margao,Orange,Fruits,Pcs,46.98,52,64,71,45,46,2114.1,2161.08,46.98
2023,March,Margao,Orange,Fruits,Pcs,48.26,46,71,92,25,25,1206.5,1206.5,0
2023,April,Margao,Orange,Fruits,Pcs,45.73,25,45,24,46,44,2103.58,2012.12,-91.46
2023,May,Margao,Orange,Fruits,Pcs,46.67,44,77,45,76,75,3546.92,3500.25,-46.67
2023,June,Margao,Orange,Fruits,Pcs,46.42,75,36,44,67,65,3110.14,3017.3,-92.84
2023,July,Margao,Orange,Fruits,Pcs,44.2,65,56,105,16,15,707.2,663,-44.2
2023,August,Margao,Orange,Fruits,Pcs,45.13,15,63,70,8,8,361.04,361.04,0
2023,September,Margao,Orange,Fruits,Pcs,48.32,8,89,45,52,52,2512.64,2512.64,0
2023,October,Margao,Orange,Fruits,Pcs,47.6,52,74,51,75,75,3570,3570,0
2023,November,Margao,Orange,Fruits,Pcs,48.49,75,52,84,43,45,2085.07,2182.05,96.98
2023,December,Margao,Orange,Fruits,Pcs,47.45,45,96,82,59,60,2799.55,2847,47.45
2024,January,Margao,Orange,Fruits,Pcs,45.74,60,56,112,4,6,182.96,274.44,91.48
2024,February,Margao,Orange,Fruits,Pcs,44.78,6,96,70,32,30,1432.96,1343.4,-89.56
2024,March,Margao,Orange,Fruits,Pcs,47.72,30,46,28,48,47,2290.56,2242.84,-47.72
2024,April,Margao,Orange,Fruits,Pcs,46.09,47,88,106,29,29,1336.61,1336.61,0
2024,May,Margao,Orange,Fruits,Pcs,44.43,29,34,45,18,18,799.74,799.74,0
2024,June,Margao,Orange,Fruits,Pcs,46.56,18,87,22,83,82,3864.48,3817.92,-46.56
2024,July,Margao,Orange,Fruits,Pcs,46.37,82,55,37,100,102,4637,4729.74,92.74
2024,August,Margao,Orange,Fruits,Pcs,44.39,102,42,25,119,119,5282.41,5282.41,0
2024,September,Margao,Orange,Fruits,Pcs,44.99,119,82,189,12,12,539.88,539.88,0
2024,October,Margao,Orange,Fruits,Pcs,45.84,12,95,101,6,5,275.04,229.2,-45.84
2024,November,Margao,Orange,Fruits,Pcs,44.06,5,80,36,49,49,2158.94,2158.94,0
2024,December,Margao,Orange,Fruits,Pcs,45.27,49,45,63,31,31,1403.37,1403.37,0
2022,January,Porvorim,Orange,Fruits,Pcs,48.16,71,47,99,19,21,915.04,1011.36,96.32
2022,February,Porvorim,Orange,Fruits,Pcs,46.9,21,67,48,40,40,1876,1876,0
2022,March,Porvorim,Orange,Fruits,Pcs,48.34,40,31,61,10,11,483.4,531.74,48.34
2022,April,Porvorim,Orange,Fruits,Pcs,46.71,11,31,24,18,16,840.78,747.36,-93.42
2022,May,Porvorim,Orange,Fruits,Pcs,44.39,16,59,69,6,7,266.34,310.73,44.39
2022,June,Porvorim,Orange,Fruits,Pcs,44.68,7,55,27,35,35,1563.8,1563.8,0
2022,July,Porvorim,Orange,Fruits,Pcs,46.24,35,59,74,20,20,924.8,924.8,0
2022,August,Porvorim,Orange,Fruits,Pcs,44.81,20,60,47,33,34,1478.73,1523.54,44.81
2022,September,Porvorim,Orange,Fruits,Pcs,47.05,34,30,60,4,5,188.2,235.25,47.05
2022,October,Porvorim,Orange,Fruits,Pcs,44.17,5,79,61,23,25,1015.91,1104.25,88.34
2022,November,Porvorim,Orange,Fruits,Pcs,45.33,25,40,61,4,2,181.32,90.66,-90.66
2022,December,Porvorim,Orange,Fruits,Pcs,47.29,2,39,26,15,13,709.35,614.77,-94.58
2023,January,Porvorim,Orange,Fruits,Pcs,45.73,13,41,26,28,27,1280.44,1234.71,-45.73
2023,February,Porvorim,Orange,Fruits,Pcs,47.66,27,58,45,40,39,1906.4,1858.74,-47.66
2023,March,Porvorim,Orange,Fruits,Pcs,44.33,39,46,55,30,28,1329.9,1241.24,-88.66
2023,April,Porvorim,Orange,Fruits,Pcs,45.74,28,52,48,32,31,1463.68,1417.94,-45.74
2023,May,Porvorim,Orange,Fruits,Pcs,46.72,31,71,90,12,14,560.64,654.08,93.44
2023,June,Porvorim,Orange,Fruits,Pcs,47.94,14,72,74,12,14,575.28,671.16,95.88
2023,July,Porvorim,Orange,Fruits,Pcs,44.83,14,85,93,6,6,268.98,268.98,0
2023,August,Porvorim,Orange,Fruits,Pcs,46.49,6,31,29,8,7,371.92,325.43,-46.49
2023,September,Porvorim,Orange,Fruits,Pcs,47.39,7,60,51,16,15,758.24,710.85,-47.39
2023,October,Porvorim,Orange,Fruits,Pcs,44.26,15,72,62,25,25,1106.5,1106.5,0
2023,November,Porvorim,Orange,Fruits,Pcs,46.62,25,30,42,13,13,606.06,606.06,0
2023,December,Porvorim,Orange,Fruits,Pcs,47.53,13,92,95,10,11,475.3,522.83,47.53
2024,January,Porvorim,Orange,Fruits,Pcs,48.22,11,69,50,30,30,1446.6,1446.6,0
2024,February,Porvorim,Orange,Fruits,Pcs,44.13,30,40,45,25,25,1103.25,1103.25,0
2024,March,Porvorim,Orange,Fruits,Pcs,45.19,25,85,26,84,84,3795.96,3795.96,0
2024,April,Porvorim,Orange,Fruits,Pcs,47.29,84,71,91,64,64,3026.56,3026.56,0
2024,May,Porvorim,Orange,Fruits,Pcs,44.78,64,59,97,26,26,1164.28,1164.28,0
2024,June,Porvorim,Orange,Fruits,Pcs,44.98,26,53,25,54,55,2428.92,2473.9,44.98
2024,July,Porvorim,Orange,Fruits,Pcs,48.51,55,98,54,99,99,4802.49,4802.49,0
2024,August,Porvorim,Orange,Fruits,Pcs,46.52,99,77,133,43,41,2000.36,1907.32,-93.04
2024,September,Porvorim,Orange,Fruits,Pcs,45.48,41,64,24,81,83,3683.88,3774.84,90.96
2024,October,Porvorim,Orange,Fruits,Pcs,46.61,83,37,25,95,97,4427.95,4521.17,93.22
2024,November,Porvorim,Orange,Fruits,Pcs,46.21,97,73,155,15,15,693.15,693.15,0
2024,December,Porvorim,Orange,Fruits,Pcs,47.23,15,96,82,29,28,1369.67,1322.44,-47.23
2022,January,Siolim,Orange,Fruits,Pcs,46.56,129,62,41,150,152,6984,7077.12,93.12
2022,February,Siolim,Orange,Fruits,Pcs,46.37,152,32,52,132,133,6120.84,6167.21,46.37
2022,March,Siolim,Orange,Fruits,Pcs,48.3,133,80,49,164,164,7921.2,7921.2,0
2022,April,Siolim,Orange,Fruits,Pcs,48,164,55,139,80,78,3840,3744,-96
2022,May,Siolim,Orange,Fruits,Pcs,45.32,78,44,68,54,55,2447.28,2492.6,45.32
2022,June,Siolim,Orange,Fruits,Pcs,44.83,55,84,104,35,34,1569.05,1524.22,-44.83
2022,July,Siolim,Orange,Fruits,Pcs,46.14,34,43,57,20,20,922.8,922.8,0
2022,August,Siolim,Orange,Fruits,Pcs,44.77,20,33,43,10,10,447.7,447.7,0
2022,September,Siolim,Orange,Fruits,Pcs,44.32,10,60,22,48,49,2127.36,2171.68,44.32
2022,October,Siolim,Orange,Fruits,Pcs,44.97,49,46,25,70,72,3147.9,3237.84,89.94
2022,November,Siolim,Orange,Fruits,Pcs,45.98,72,89,100,61,61,2804.78,2804.78,0
2022,December,Siolim,Orange,Fruits,Pcs,48.43,61,63,66,58,58,2808.94,2808.94,0
2023,January,Siolim,Orange,Fruits,Pcs,48.57,58,75,129,4,4,194.28,194.28,0
2023,February,Siolim,Orange,Fruits,Pcs,44.25,4,51,35,20,21,885,929.25,44.25
2023,March,Siolim,Orange,Fruits,Pcs,45.4,21,34,45,10,9,454,408.6,-45.4
2023,April,Siolim,Orange,Fruits,Pcs,44.14,9,96,51,54,56,2383.56,2471.84,88.28
2023,May,Siolim,Orange,Fruits,Pcs,48.03,56,91,121,26,26,1248.78,1248.78,0
2023,June,Siolim,Orange,Fruits,Pcs,46.78,26,95,30,91,90,4256.98,4210.2,-46.78
2023,July,Siolim,Orange,Fruits,Pcs,47.54,90,89,27,152,154,7226.08,7321.16,95.08
2023,August,Siolim,Orange,Fruits,Pcs,47.7,154,70,142,82,82,3911.4,3911.4,0
2023,September,Siolim,Orange,Fruits,Pcs,48.59,82,66,110,38,38,1846.42,1846.42,0
2023,October,Siolim,Orange,Fruits,Pcs,46.92,38,74,35,77,76,3612.84,3565.92,-46.92
2023,November,Siolim,Orange,Fruits,Pcs,46.58,76,60,46,90,89,4192.2,4145.62,-46.58
2023,December,Siolim,Orange,Fruits,Pcs,45.76,89,87,98,78,80,3569.28,3660.8,91.52
2024,January,Siolim,Orange,Fruits,Pcs,47.96,80,97,55,122,122,5851.12,5851.12,0
2024,February,Siolim,Orange,Fruits,Pcs,47.75,122,88,199,11,11,525.25,525.25,0
2024,March,Siolim,Orange,Fruits,Pcs,44.98,11,32,26,17,17,764.66,764.66,0
2024,April,Siolim,Orange,Fruits,Pcs,48.56,17,99,65,51,51,2476.56,2476.56,0
2024,May,Siolim,Orange,Fruits,Pcs,45.59,51,54,22,83,83,3783.97,3783.97,0
2024,June,Siolim,Orange,Fruits,Pcs,43.98,83,33,97,19,19,835.62,835.62,0
2024,July,Siolim,Orange,Fruits,Pcs,47.08,19,30,47,2,1,94.16,47.08,-47.08
2024,August,Siolim,Orange,Fruits,Pcs,48.19,1,47,30,18,18,867.42,867.42,0
2024,September,Siolim,Orange,Fruits,Pcs,45.16,18,53,43,28,28,1264.48,1264.48,0
2024,October,Siolim,Orange,Fruits,Pcs,45.77,28,53,79,2,1,91.54,45.77,-45.77
2024,November,Siolim,Orange,Fruits,Pcs,45.27,1,38,32,7,9,316.89,407.43,90.54
2024,December,Siolim,Orange,Fruits,Pcs,45.46,9,62,53,18,19,818.28,863.74,45.46
2022,January,Baga,Grapes,Fruits,Liters,69.66,134,56,145,45,43,3134.7,2995.38,-139.32
2022,February,Baga,Grapes,Fruits,Liters,68.36,43,76,106,13,13,888.68,888.68,0
2022,March,Baga,Grapes,Fruits,Liters,65.49,13,37,28,22,21,1440.78,1375.29,-65.49
2022,April,Baga,Grapes,Fruits,Liters,64.57,21,97,82,36,36,2324.52,2324.52,0
2022,May,Baga,Grapes,Fruits,Liters,66.9,36,59,44,51,49,3411.9,3278.1,-133.8
2022,June,Baga,Grapes,Fruits,Liters,64.94,49,85,53,81,80,5260.14,5195.2,-64.94
2022,July,Baga,Grapes,Fruits,Liters,68.93,80,82,145,17,15,1171.81,1033.95,-137.86
2022,August,Baga,Grapes,Fruits,Liters,64.08,15,60,21,54,53,3460.32,3396.24,-64.08
2022,September,Baga,Grapes,Fruits,Liters,67.04,53,52,76,29,29,1944.16,1944.16,0
2022,October,Baga,Grapes,Fruits,Liters,70.08,29,77,68,38,39,2663.04,2733.12,70.08
2022,November,Baga,Grapes,Fruits,Liters,69.18,39,50,27,62,64,4289.16,4427.52,138.36
2022,December,Baga,Grapes,Fruits,Liters,65.6,64,93,115,42,40,2755.2,2624,-131.2
2023,January,Baga,Grapes,Fruits,Liters,66.56,40,39,45,34,33,2263.04,2196.48,-66.56
2023,February,Baga,Grapes,Fruits,Liters,63.85,33,33,44,22,22,1404.7,1404.7,0
2023,March,Baga,Grapes,Fruits,Liters,64.1,22,54,52,24,24,1538.4,1538.4,0
2023,April,Baga,Grapes,Fruits,Liters,66.87,24,84,77,31,29,2072.97,1939.23,-133.74
2023,May,Baga,Grapes,Fruits,Liters,63.93,29,78,24,83,85,5306.19,5434.05,127.86
2023,June,Baga,Grapes,Fruits,Liters,63.53,85,73,70,88,89,5590.64,5654.17,63.53
2023,July,Baga,Grapes,Fruits,Liters,67.22,89,80,71,98,98,6587.56,6587.56,0
2023,August,Baga,Grapes,Fruits,Liters,67.22,98,30,30,98,97,6587.56,6520.34,-67.22
2023,September,Baga,Grapes,Fruits,Liters,63.7,97,38,27,108,106,6879.6,6752.2,-127.4
2023,October,Baga,Grapes,Fruits,Liters,66.41,106,96,138,64,66,4250.24,4383.06,132.82
2023,November,Baga,Grapes,Fruits,Liters,65.72,66,73,75,64,64,4206.08,4206.08,0
2023,December,Baga,Grapes,Fruits,Liters,67.65,64,52,28,88,88,5953.2,5953.2,0
2024,January,Baga,Grapes,Fruits,Liters,64.32,88,63,140,11,10,707.52,643.2,-64.32
2024,February,Baga,Grapes,Fruits,Liters,69.04,10,63,45,28,28,1933.12,1933.12,0
2024,March,Baga,Grapes,Fruits,Liters,66.88,28,72,86,14,14,936.32,936.32,0
2024,April,Baga,Grapes,Fruits,Liters,67.95,14,45,36,23,25,1562.85,1698.75,135.9
2024,May,Baga,Grapes,Fruits,Liters,67.26,25,31,36,20,18,1345.2,1210.68,-134.52
2024,June,Baga,Grapes,Fruits,Liters,65.48,18,59,61,16,16,1047.68,1047.68,0
2024,July,Baga,Grapes,Fruits,Liters,64.67,16,89,20,85,85,5496.95,5496.95,0
2024,August,Baga,Grapes,Fruits,Liters,66.53,85,65,110,40,40,2661.2,2661.2,0
2024,September,Baga,Grapes,Fruits,Liters,63.48,40,53,44,49,49,3110.52,3110.52,0
2024,October,Baga,Grapes,Fruits,Liters,66.55,49,87,119,17,16,1131.35,1064.8,-66.55
2024,November,Baga,Grapes,Fruits,Liters,64.46,16,40,42,14,13,902.44,837.98,-64.46
2024,December,Baga,Grapes,Fruits,Liters,64.63,13,76,60,29,31,1874.27,2003.53,129.26
2022,January,Panaji,Grapes,Fruits,Liters,64.99,149,34,118,65,64,4224.35,4159.36,-64.99
2022,February,Panaji,Grapes,Fruits,Liters,69.25,64,94,76,82,82,5678.5,5678.5,0
2022,March,Panaji,Grapes,Fruits,Liters,69.45,82,35,33,84,86,5833.8,5972.7,138.9
2022,April,Panaji,Grapes,Fruits,Liters,69.02,86,94,71,109,108,7523.18,7454.16,-69.02
2022,May,Panaji,Grapes,Fruits,Liters,68.26,108,37,115,30,28,2047.8,1911.28,-136.52
2022,June,Panaji,Grapes,Fruits,Liters,67.7,28,53,68,13,11,880.1,744.7,-135.4
2022,July,Panaji,Grapes,Fruits,Liters,66.24,11,35,20,26,28,1722.24,1854.72,132.48
2022,August,Panaji,Grapes,Fruits,Liters,65.88,28,62,33,57,59,3755.16,3886.92,131.76
2022,September,Panaji,Grapes,Fruits,Liters,65.74,59,57,48,68,68,4470.32,4470.32,0
2022,October,Panaji,Grapes,Fruits,Liters,67.2,68,73,57,84,82,5644.8,5510.4,-134.4
2022,November,Panaji,Grapes,Fruits,Liters,67.49,82,56,27,111,111,7491.39,7491.39,0
2022,December,Panaji,Grapes,Fruits,Liters,66.77,111,59,32,138,137,9214.26,9147.49,-66.77
2023,January,Panaji,Grapes,Fruits,Liters,67.02,137,34,41,130,129,8712.6,8645.58,-67.02
2023,February,Panaji,Grapes,Fruits,Liters,67.41,129,69,107,91,90,6134.31,6066.9,-67.41
2023,March,Panaji,Grapes,Fruits,Liters,67.8,90,44,96,38,38,2576.4,2576.4,0
2023,April,Panaji,Grapes,Fruits,Liters,69.43,38,76,23,91,91,6318.13,6318.13,0
2023,May,Panaji,Grapes,Fruits,Liters,65.27,91,87,135,43,43,2806.61,2806.61,0
2023,June,Panaji,Grapes,Fruits,Liters,65.46,43,83,87,39,40,2552.94,2618.4,65.46
2023,July,Panaji,Grapes,Fruits,Liters,67.61,40,55,22,73,74,4935.53,5003.14,67.61
2023,August,Panaji,Grapes,Fruits,Liters,66.25,74,67,60,81,81,5366.25,5366.25,0
2023,September,Panaji,Grapes,Fruits,Liters,70.08,81,71,30,122,122,8549.76,8549.76,0
2023,October,Panaji,Grapes,Fruits,Liters,65.01,122,67,39,150,149,9751.5,9686.49,-65.01
2023,November,Panaji,Grapes,Fruits,Liters,65.61,149,43,142,50,48,3280.5,3149.28,-131.22
2023,December,Panaji,Grapes,Fruits,Liters,66.04,48,39,33,54,54,3566.16,3566.16,0
2024,January,Panaji,Grapes,Fruits,Liters,65.5,54,58,26,86,86,5633,5633,0
